frame_id,video_id,timestamp,frame_path
video_01_t00092.000,video_01,92.0,data/frames/video_01/video_01_t00092.000.jpg
video_01_t00094.000,video_01,94.0,data/frames/video_01/video_01_t00094.000.jpg
video_01_t00096.000,video_01,96.0,data/frames/video_01/video_01_t00096.000.jpg
video_01_t00098.000,video_01,98.0,data/frames/video_01/video_01_t00098.000.jpg
video_01_t00100.000,video_01,100.0,data/frames/video_01/video_01_t00100.000.jpg
video_01_t00102.000,video_01,102.0,data/frames/video_01/video_01_t00102.000.jpg
video_01_t00104.000,video_01,104.0,data/frames/video_01/video_01_t00104.000.jpg
video_01_t00106.000,video_01,106.0,data/frames/video_01/video_01_t00106.000.jpg
video_01_t00108.000,video_01,108.0,data/frames/video_01/video_01_t00108.000.jpg
video_01_t00110.000,video_01,110.0,data/frames/video_01/video_01_t00110.000.jpg
video_01_t00112.000,video_01,112.0,data/frames/video_01/video_01_t00112.000.jpg
video_01_t00114.000,video_01,114.0,data/frames/video_01/video_01_t00114.000.jpg
video_01_t00116.000,video_01,116.0,data/frames/video_01/video_01_t00116.000.jpg
video_01_t00118.000,video_01,118.0,data/frames/video_01/video_01_t00118.000.jpg
video_01_t00120.000,video_01,120.0,data/frames/video_01/video_01_t00120.000.jpg
video_01_t00122.000,video_01,122.0,data/frames/video_01/video_01_t00122.000.jpg
video_01_t00124.000,video_01,124.0,data/frames/video_01/video_01_t00124.000.jpg
video_01_t00126.000,video_01,126.0,data/frames/video_01/video_01_t00126.000.jpg
video_01_t00128.000,video_01,128.0,data/frames/video_01/video_01_t00128.000.jpg
video_01_t00130.000,video_01,130.0,data/frames/video_01/video_01_t00130.000.jpg
video_01_t00132.000,video_01,132.0,data/frames/video_01/video_01_t00132.000.jpg
video_01_t00134.000,video_01,134.0,data/frames/video_01/video_01_t00134.000.jpg
video_01_t00136.000,video_01,136.0,data/frames/video_01/video_01_t00136.000.jpg
video_01_t00138.000,video_01,138.0,data/frames/video_01/video_01_t00138.000.jpg
video_01_t00140.000,video_01,140.0,data/frames/video_01/video_01_t00140.000.jpg
video_01_t00142.000,video_01,142.0,data/frames/video_01/video_01_t00142.000.jpg
video_01_t00144.000,video_01,144.0,data/frames/video_01/video_01_t00144.000.jpg
video_01_t00146.000,video_01,146.0,data/frames/video_01/video_01_t00146.000.jpg
video_01_t00148.000,video_01,148.0,data/frames/video_01/video_01_t00148.000.jpg
video_01_t00150.000,video_01,150.0,data/frames/video_01/video_01_t00150.000.jpg
video_01_t00152.000,video_01,152.0,data/frames/video_01/video_01_t00152.000.jpg
video_01_t00154.000,video_01,154.0,data/frames/video_01/video_01_t00154.000.jpg
video_01_t00156.000,video_01,156.0,data/frames/video_01/video_01_t00156.000.jpg
video_01_t00158.000,video_01,158.0,data/frames/video_01/video_01_t00158.000.jpg
video_01_t00160.000,video_01,160.0,data/frames/video_01/video_01_t00160.000.jpg
video_01_t00162.000,video_01,162.0,data/frames/video_01/video_01_t00162.000.jpg
video_01_t00164.000,video_01,164.0,data/frames/video_01/video_01_t00164.000.jpg
video_01_t00166.000,video_01,166.0,data/frames/video_01/video_01_t00166.000.jpg
video_01_t00168.000,video_01,168.0,data/frames/video_01/video_01_t00168.000.jpg
video_01_t00170.000,video_01,170.0,data/frames/video_01/video_01_t00170.000.jpg
video_01_t00172.000,video_01,172.0,data/frames/video_01/video_01_t00172.000.jpg
video_01_t00174.000,video_01,174.0,data/frames/video_01/video_01_t00174.000.jpg
video_01_t00176.000,video_01,176.0,data/frames/video_01/video_01_t00176.000.jpg
video_01_t00178.000,video_01,178.0,data/frames/video_01/video_01_t00178.000.jpg
video_01_t00180.000,video_01,180.0,data/frames/video_01/video_01_t00180.000.jpg
video_01_t00182.000,video_01,182.0,data/frames/video_01/video_01_t00182.000.jpg
video_01_t00184.000,video_01,184.0,data/frames/video_01/video_01_t00184.000.jpg
video_01_t00186.000,video_01,186.0,data/frames/video_01/video_01_t00186.000.jpg
video_01_t00188.000,video_01,188.0,data/frames/video_01/video_01_t00188.000.jpg
video_01_t00190.000,video_01,190.0,data/frames/video_01/video_01_t00190.000.jpg
video_02_t00000.000,video_02,0.0,data/frames/video_02/video_02_t00000.000.jpg
video_02_t00002.008,video_02,2.008,data/frames/video_02/video_02_t00002.008.jpg
video_02_t00004.016,video_02,4.016,data/frames/video_02/video_02_t00004.016.jpg
video_02_t00006.023,video_02,6.023,data/frames/video_02/video_02_t00006.023.jpg
video_02_t00008.031,video_02,8.031,data/frames/video_02/video_02_t00008.031.jpg
video_02_t00010.039,video_02,10.039,data/frames/video_02/video_02_t00010.039.jpg
video_02_t00012.047,video_02,12.047,data/frames/video_02/video_02_t00012.047.jpg
video_02_t00014.055,video_02,14.055,data/frames/video_02/video_02_t00014.055.jpg
video_02_t00016.063,video_02,16.063,data/frames/video_02/video_02_t00016.063.jpg
video_02_t00018.070,video_02,18.07,data/frames/video_02/video_02_t00018.070.jpg
video_02_t00020.078,video_02,20.078,data/frames/video_02/video_02_t00020.078.jpg
video_02_t00022.086,video_02,22.086,data/frames/video_02/video_02_t00022.086.jpg
video_02_t00024.094,video_02,24.094,data/frames/video_02/video_02_t00024.094.jpg
video_02_t00026.102,video_02,26.102,data/frames/video_02/video_02_t00026.102.jpg
video_02_t00028.110,video_02,28.11,data/frames/video_02/video_02_t00028.110.jpg
video_02_t00030.117,video_02,30.117,data/frames/video_02/video_02_t00030.117.jpg
video_02_t00032.125,video_02,32.125,data/frames/video_02/video_02_t00032.125.jpg
video_02_t00034.133,video_02,34.133,data/frames/video_02/video_02_t00034.133.jpg
video_02_t00036.141,video_02,36.141,data/frames/video_02/video_02_t00036.141.jpg
video_02_t00038.149,video_02,38.149,data/frames/video_02/video_02_t00038.149.jpg
video_02_t00040.157,video_02,40.157,data/frames/video_02/video_02_t00040.157.jpg
video_02_t00042.164,video_02,42.164,data/frames/video_02/video_02_t00042.164.jpg
video_02_t00044.172,video_02,44.172,data/frames/video_02/video_02_t00044.172.jpg
video_02_t00046.180,video_02,46.18,data/frames/video_02/video_02_t00046.180.jpg
video_02_t00048.188,video_02,48.188,data/frames/video_02/video_02_t00048.188.jpg
video_02_t00050.196,video_02,50.196,data/frames/video_02/video_02_t00050.196.jpg
video_02_t00052.204,video_02,52.204,data/frames/video_02/video_02_t00052.204.jpg
video_02_t00054.211,video_02,54.211,data/frames/video_02/video_02_t00054.211.jpg
video_02_t00056.219,video_02,56.219,data/frames/video_02/video_02_t00056.219.jpg
video_02_t00058.227,video_02,58.227,data/frames/video_02/video_02_t00058.227.jpg
video_02_t00060.235,video_02,60.235,data/frames/video_02/video_02_t00060.235.jpg
video_02_t00062.243,video_02,62.243,data/frames/video_02/video_02_t00062.243.jpg
video_02_t00064.251,video_02,64.251,data/frames/video_02/video_02_t00064.251.jpg
video_02_t00066.258,video_02,66.258,data/frames/video_02/video_02_t00066.258.jpg
video_02_t00068.266,video_02,68.266,data/frames/video_02/video_02_t00068.266.jpg
video_02_t00070.274,video_02,70.274,data/frames/video_02/video_02_t00070.274.jpg
video_02_t00072.282,video_02,72.282,data/frames/video_02/video_02_t00072.282.jpg
video_02_t00074.290,video_02,74.29,data/frames/video_02/video_02_t00074.290.jpg
video_02_t00076.298,video_02,76.298,data/frames/video_02/video_02_t00076.298.jpg
video_02_t00078.305,video_02,78.305,data/frames/video_02/video_02_t00078.305.jpg
video_02_t00080.313,video_02,80.313,data/frames/video_02/video_02_t00080.313.jpg
video_02_t00082.321,video_02,82.321,data/frames/video_02/video_02_t00082.321.jpg
video_02_t00084.329,video_02,84.329,data/frames/video_02/video_02_t00084.329.jpg
video_02_t00086.337,video_02,86.337,data/frames/video_02/video_02_t00086.337.jpg
video_02_t00088.345,video_02,88.345,data/frames/video_02/video_02_t00088.345.jpg
video_02_t00090.352,video_02,90.352,data/frames/video_02/video_02_t00090.352.jpg
video_02_t00092.360,video_02,92.36,data/frames/video_02/video_02_t00092.360.jpg
video_02_t00094.368,video_02,94.368,data/frames/video_02/video_02_t00094.368.jpg
video_02_t00096.376,video_02,96.376,data/frames/video_02/video_02_t00096.376.jpg
video_02_t00098.384,video_02,98.384,data/frames/video_02/video_02_t00098.384.jpg
video_02_t00100.392,video_02,100.392,data/frames/video_02/video_02_t00100.392.jpg
video_02_t00102.399,video_02,102.399,data/frames/video_02/video_02_t00102.399.jpg
video_02_t00104.407,video_02,104.407,data/frames/video_02/video_02_t00104.407.jpg
video_02_t00106.415,video_02,106.415,data/frames/video_02/video_02_t00106.415.jpg
video_02_t00108.423,video_02,108.423,data/frames/video_02/video_02_t00108.423.jpg
video_02_t00110.431,video_02,110.431,data/frames/video_02/video_02_t00110.431.jpg
video_02_t00112.439,video_02,112.439,data/frames/video_02/video_02_t00112.439.jpg
video_02_t00114.446,video_02,114.446,data/frames/video_02/video_02_t00114.446.jpg
video_02_t00116.454,video_02,116.454,data/frames/video_02/video_02_t00116.454.jpg
video_02_t00118.462,video_02,118.462,data/frames/video_02/video_02_t00118.462.jpg
video_02_t00120.470,video_02,120.47,data/frames/video_02/video_02_t00120.470.jpg
video_02_t00122.478,video_02,122.478,data/frames/video_02/video_02_t00122.478.jpg
video_02_t00124.485,video_02,124.485,data/frames/video_02/video_02_t00124.485.jpg
video_02_t00126.493,video_02,126.493,data/frames/video_02/video_02_t00126.493.jpg
video_02_t00128.501,video_02,128.501,data/frames/video_02/video_02_t00128.501.jpg
video_02_t00130.509,video_02,130.509,data/frames/video_02/video_02_t00130.509.jpg
video_02_t00132.517,video_02,132.517,data/frames/video_02/video_02_t00132.517.jpg
video_02_t00134.525,video_02,134.525,data/frames/video_02/video_02_t00134.525.jpg
